DataBase,Title,Abstract,Keywords,Authors,Year,DocumentType,PublicationTitle,DOI,Affiliations,Publisher,Language,ISSN,ISBN
Compendex,Lean python: Learn just enough python to build useful tools,"Learn only the essential aspects of Python without cluttering up your mind with features you may never use. This compact book is not a ""best way to write code"" type of book; rather, the author goes over his most-used functions, which are all you need to know as a beginner and some way beyond. Lean Python takes 58 Python methods and functions and whittles them down to 15: as author Paul Gerrard says, ""I haven’t found a need for the rest."" What You’ll Learn • Discover lean Python and how to learn just enough to build useful tools • Use Python objects, program structure, I/O, modules and more • Handle errors and exceptions • Test your code • Access the Web; do searching; and persist data Who This Book Is For This book is aimed at three categories of reader: The experienced programmer - if you already know a programming language, this book gives you a shortcut to understanding the Python language and some of its design philosophy. You work in IT and need a programming primer - you might be a tester who needs to have more informed technical discussions with programmers. Working through the examples will help you to appreciate the challenge of good programming. First-timer - you want a first book on programming that you can assimilate quickly to help you decide whether programming is for you. © 2016 by Paul Gerrard.",Design philosophy - Program structures - PYTHON language - Three categories,"Gerrard, Paul(1)",2016.0,Book,Lean Python: Learn Just Enough Python to Build Useful Tools,10.1007/978-1-4842-2385-7,"(1) Maidenhead, Berkshire, United Kingdom",Apress Media LLC,English,,
Compendex,Squeak Makes a Good Python Debugger Bringing Other Programming Languages Into Smalltalk's Tools,"Interactive debuggers are indispensable in many software development scenarios. However, they are often hard to extend and more importantly, their capabilities are limited to an application programming interface (api) provided by the runtime executing the corresponding programming language. We propose an approach that allows to use the live tools of a Smalltalk environment for other programming languages. The approach is based on interpreter-level composition, ultimately making a full-fledged integrated development environment (ide) part of the language execution process. This allows to directly control interpreters of foreign languages from Smalltalk. It also enables tool reuse and provides the ability to rapidly build new tools. We demonstrate how we have combined Squeak/Smalltalk and PyPy's Python implementation. We then reused Squeak's debugger, so that it enables edit-And-continue style debugging of Python applications-which is currently not supported by Python's PDB or any Python ide, but which has proven to be invaluable in many debugging scenarios. © 2017 ACM.",Debuggers - Development scenarios - Execution process - Foreign language - Ides - Integrated development environment - Python - Smalltalk,"Niephaus, Fabio(1); Felgentreff, Tim(1); Pape, Tobias(1); Hirschfeld, Robert(1)",2017.0,Conference,ACM International Conference Proceeding Series,10.1145/3079368.3079402,"(1) Hasso Plattner Institute, University of Potsdam, Potsdam, Germany",Association for Computing Machinery,English,,
Compendex,Python accelerators for high-performance computing,"Python became the preferred language for teaching in academia, and it is one of the most popular programming languages for scientific computing. This wide popularity occurs despite the weak performance of the language. This weakness is the motivation that drives the efforts devoted by the Python community to improve the performance of the language. In this article, we are following these efforts while we focus on one specific promised solution that aims to provide high-performance and performance portability for Python applications. © 2017, Springer Science+Business Media, LLC, part of Springer Nature.",High performance computing - Just-in-time compilation - Numba - Performance portability - Python,"Marowka, Ami(1)",2018.0,Journal,Journal of Supercomputing,10.1007/s11227-017-2213-5,"(1) Parallel Research Lab, Jerusalem; 52900, Israel",Springer New York LLC,English,09208542,
Compendex,Python based 3-Axis CNC plotter,This paper discusses on an open source python based three-axis CNC system. Python being one of the easiest languages to understand exempts the user from requiring extreme programming skills to amend the code for personal use. This paper features a novel way of directly importing the CAD file into the system without the use of any G-code parser. This system is economical as it utilizes Arduino UNO board as a signal generator without compromising on the performance of the system. © 2016 IEEE.,Arduino - Cnc softwares - Learning tool - Motion controller - Python,"Shivakumar, Tekumatla(1); Sravan, Manne Sai(1); Selvajyothi, K.(1)",2016.0,Conference,"PECON 2016 - 2016 IEEE 6th International Conference on Power and Energy, Conference Proceeding",10.1109/PECON.2016.7951672,"(1) Mechanical (Design and Manufacturing) Engineering, IIITDM Kancheepuram, Chennai, India",Institute of Electrical and Electronics Engineers Inc.,English,,
Compendex,Tracing dynamic features in Python programs,"Recent years have seen a number of proposals for adding (retrofitting) static typing to dynamic programming languages, a natural consequence of their growing popularity for non-toy applications across a multitude of domains. These proposals often make assumptions about how programmers write code, and in many cases restrict the way the languages can be used. In the context of Python, this paper describes early results from trace-based collection of run-time data about the use of built-in language features which are inherently hard to type, such as dynamic code generation. The end goal of this work is to facilitate static validation tooling for Python, in particular retrofitting of type systems. Copyright is held by the author/owner(s). Publication rights licensed to ACM.",Dynamic code generation - Dynamic features - Dynamic languages - Language features - Natural consequences - Open sources - Python - Run-time data,"Åkerblom, Beatrice(1); Stendahl, Jonathan(1); Tumlin, Mattias(1); Wrigstad, Tobias(2)",2014.0,Conference,"11th Working Conference on Mining Software Repositories, MSR 2014 - Proceedings",10.1145/2597073.2597103,"(1) Stockholm University, Sweden; (2) Uppsala University, Sweden","Association for Computing Machinery, Inc",English,,
Compendex,Medical image processing using python and open cv,"This paper presents the implementation of the Python programming language and the Open CV library in medical image processing. Medical images play an important role in identifying diseases and detecting whether organs are functioning properly. Image processing related to medical images is an active research field where various techniques are used to facilitate diagnosis and various image processing techniques can be used. In this study, image processing was performed including image preprocessing, histogram equalization, smoothening, erosion, and dilation. The use of python was chosen because this programming language is open source with a lot of available resources. The open CV library is also available free of charge and provides tons of image processing functions. The software can also be installed in a small Raspberry Pi computer and low electrical power usage making it very suitable as an efficient resource of the medical image processing system. © Published under licence by IOP Publishing Ltd.",Electrical power - Histogram equalizations - Image preprocessing - Image processing functions - Image processing technique - Medical image processing systems - Open cv libraries - Python programming language,"Widodo, C.E.(1); Adi, K.(1); Gernowo, R.(1)",2020.0,Conference,Journal of Physics: Conference Series,10.1088/1742-6596/1524/1/012003,"(1) Department of Physics, Faculty of Science and Mathematics Diponegoro University, Semarang, Indonesia",Institute of Physics Publishing,English,17426588,
Compendex,Static and dynamic method unboxing for python,"The Python programming language supports object-oriented programming using a simple and elegant model that treats member variables, methods, and various metadata as instances of a single kind of 'attribute'. While this allows a simple implementation of an interpreter that supports advanced metaprogramming features, it can inhibit the performance of certain very common special cases. This paper deals with the optimization of code that loads and then calls object methods. We modify Python's compiler to emit special bytecode sequences for load/call pairs on object attributes to avoid unnecessary allocation of method objects. This can result in considerable speedups, but may cause slowdowns at call sites that refer to builtin functions or other special attributes rather than methods. We therefore extend this static compile-time approach by a dynamic runtime quickening scheme that falls back to the generic load/call sequence at such call sites. The experimental evaluation of dynamic unboxing shows speedups of up to 8% and rare slowdowns caused by as yet unresolved excessive instruction cache misses. A comparison with a common manual optimization of method calls in Python programs shows that our automatic method is not as powerful but more widely applicable. © Gesellschaft für Informatik, Bonn 2013.",Automatic method - Built-in functions - Dynamic method - Experimental evaluation - Instruction cache miss - Meta Programming - Object attributes - Python programming language,"Barany, Gergö(1)",2013.0,Conference,"Lecture Notes in Informatics (LNI), Proceedings - Series of the Gesellschaft fur Informatik (GI)",,"(1) Institute of Computer Languages (E185), Vienna University of Technology, Argentinierstraße 8, Vienna; 1040, Austria",Gesellschaft fur Informatik (GI),English,16175468,
Compendex,A Python extension for the massively parallel multiphysics simulation framework waLBerla,"We present a Python extension to the massively parallel HPC simulation toolkit waLBerla. waLBerla is a framework for stencil based algorithms operating on block-structured grids, with the main application field being fluid simulations in complex geometries using the lattice Boltzmann method. Careful performance engineering results in excellent node performance and good scalability to over 400,000 cores. To increase the usability and flexibility of the framework, a Python interface was developed. Python extensions are used at all stages of the simulation pipeline: they simplify and automate scenario setup, evaluation, and plotting. We show how our Python interface outperforms the existing text-file-based configuration mechanism, providing features like automatic nondimensionalization of physical quantities and handling of complex parameter dependencies. Furthermore, Python is used to process and evaluate results while the simulation is running, leading to smaller output files and the possibility to adjust parameters dependent on the current simulation state. C++ data structures are exported such that a seamless interfacing to other numerical Python libraries is possible. The expressive power of Python and the performance of C++ make development of efficient code with low time effort possible. © 2015 Taylor & Francis.",Configuration mechanisms - High performance computing - Lattice Boltzmann method - Multiphysics simulations - Nondimensionalization - Performance engineering - Python - Seamless interfacing,"Bauer, Martin(1); Schornbaum, Florian(1); Godenschwager, Christian(1); Markl, Matthias(1); Anderl, Daniela(1); Köstler, Harald(1); Rüde, Ulrich(1)",2016.0,Journal,"International Journal of Parallel, Emergent and Distributed Systems",10.1080/17445760.2015.1118478,"(1) Department of Computer Science 10 System Simulation, Friedrich-Alexander-Universität Erlangen-Nürnberg, Erlangen, Germany",Taylor and Francis Ltd.,English,17445760,
Compendex,The fast azimuthal integration Python library: PyFAI,"pyFAI is an open-source software package designed to perform azimuthal integration and, correspondingly, two-dimensional regrouping on area-detector frames for small-and wide-angle X-ray scattering experiments. It is written in Python (with binary submodules for improved performance), a language widely accepted and used by the scientific community today, which enables users to easily incorporate the pyFAI library into their processing pipeline. This article focuses on recent work, especially the ease of calibration, its accuracy and the execution speed for integration.",Area detectors - Execution speed - Geometry calibration - GPU programming - Powder diffraction - Python - Scientific community - Small and wide angle x ray scatterings,"Ashiotis, Giannis(1); Deschildre, Aurore(1); Nawaz, Zubair(2); Wright, Jonathan P.(1); Karkoulis, Dimitrios(1); Picca, Frédéric Emmanuel(3); Kieffer, Jérôme(1)",2015.0,Journal,Journal of Applied Crystallography,10.1107/S1600576715004306,"(1) European Synchrotron Radiation Facility, 71 Avenue des Martyrs, Grenoble; 38000, France; (2) SESAME, PO Box 7, Allan; 19252, Jordan; (3) Synchrotron Soleil, L'Orme des Merisiers, Saint-Aubin; 91190, France","International Union of Crystallography, 5 Abbey Square, Chester, CH1 2HU, United Kingdom",English,00218898,
Compendex,PyPLT: Python Preference Learning Toolbox,"There is growing evidence suggesting that subjective values such as emotions are intrinsically relative and that an ordinal approach is beneficial to their annotation and analysis. Ordinal data processing yields more reliable, valid and general predictive models, and preference learning algorithms have shown a strong advantage in deriving computational models from such data. To enable the extensive use of ordinal data processing and preference learning, this paper introduces the Python Preference Learning Toolbox. The toolbox is open source, features popular preference learning algorithms and methods, and is designed to be accessible to a wide audience of researchers and practitioners. The toolbox is evaluated with regards to both the accuracy of its predictive models across two affective datasets and its usability via a user study. Our key findings suggest that the implemented algorithms yield accurate models of affect while its graphical user interface is suitable for both novice and experienced users. © 2019 IEEE.",Computational model - Models of affects - Open sources - Ordinal annotation - Predictive models - Preference learning - Python - User study,"Camilleri, Elizabeth(1); Yannakakis, Georgios N.(1); Melhart, David(1); Liapis, Antonios(1)",2019.0,Conference,"2019 8th International Conference on Affective Computing and Intelligent Interaction, ACII 2019",10.1109/ACII.2019.8925482,"(1) Institute of Digital Games, University of Malta, Msida, Malta",Institute of Electrical and Electronics Engineers Inc.,English,,
Compendex,SysPy: Using python for processor-centric SoC design,"Although software engineers have high performance algorithms that could be implemented power-efficiently as embedded Systems on Chip (SoC) with modem FPGAs, there is still no easy path for them to a hardware realization, mainly due to the lack of appropriate design tools. We present an overview of a tool we have developed to boost the productivity of processor-centric SoC designs for FPGAs. Our tool called SysPy (System Python) exploits the strengths of the popular Python scripting language and acts as a ""glue software"" between mature HDLs, ready-to-use VHDL components and programmable processor soft IP cores. SysPy can be used to: (i) describe hardware components in Python that the tool will automatically translate to correct high quality VHDL, (ii) build top-level structural descriptions of SoCs based on components that are defined in Python, VHDL or pre-synthesized netlist files, (iii) implement without any user effort all the steps needed to take the user's C code for a programmable processor soft IP core and automatically produce a synthesizable VHDL description for the targeted Xilinx FPGA device. The top-level SoC description is in Python, facilitating Hw/Sw re-partitioning and efficient iterative design for SoC performance tuning. ©2010 IEEE.",High performance algorithms - HW/SW Codesign - Programmable processors - Python - Python scripting languages - Scripting languages - Structural descriptions - SysPy,"Logaras, Evangelos(1); Manolakos, Elias S.(1)",2010.0,Conference,"2010 IEEE International Conference on Electronics, Circuits, and Systems, ICECS 2010 - Proceedings",10.1109/ICECS.2010.5724624,"(1) Department of Informatics and Telecommunications, National and Kapodistrian University of Athens, Greece",IEEE Computer Society,English,,
Compendex,Foundations of agile python development,"The agile development movement represents the latest advances in tools and techniques intended to boost developer productivity. Programming language-agnostic, this movement is capturing the attention of developers of all disciplines, and is particularly prevalent in cutting-edge open source communities such as Python and Ruby. This is the first book to apply these sought after principles to Python developers, introducing both the tools and techniques built and supported by the Python community. Authored by Jeff Younker, a well-known member of Python's agile community who is perhaps best known for his creation of a popular Python testing framework, this book is sure to be a hit among readers who may have reached their limits of knowledge regarding the Python language, yet are seeking to improve their understanding of how sound processes can boost productivity to unparalleled heights. Copyright © 2008 by Jeff Younker.",Agile development - Cutting edges - Open source communities - PYTHON language - Testing framework - Tools and techniques,"Younker, Jeff",2008.0,Book,Foundations of Agile Python Development,10.1007/978-1-4302-0635-4,,Apress Media LLC,English,,1590599810
Compendex,Efficient multi-objective calibration of a computationally intensive hydrologic model with parallel computing software in Python,"With enhanced data availability, distributed watershed models for large areas with high spatial and temporal resolution are increasingly used to understand water budgets and examine effects of human activities and climate change/variability on water resources. Developing parallel computing software to improve calibration efficiency has received growing attention of the watershed modeling community as it is very time demanding to run iteratively complex models for calibration. In this research, we introduce a Python-based parallel computing package, PP-SWAT, for efficient calibration of the Soil and Water Assessment Tool (SWAT) model. This software employs Python, MPI for Python (mpi4py) and OpenMPI to parallelize A Multi-method Genetically Adaptive Multi-objective Optimization Algorithm (AMALGAM), allowing for simultaneously addressing multiple objectives in calibrating SWAT. Test results on a Linux computer cluster showed that PP-SWAT can achieve a speedup of 45-109 depending on model complexity. Increasing the processor count beyond a certain threshold does not necessarily improve efficiency, because intensified resource competition may result in an I/O bottleneck. The efficiency achieved by PP-SWAT also makes it practical to implement multiple parameter adjustment schemes operating at different scales in affordable time, which helps provide SWAT users with a wider range of options of parameter sets to choose from for model(s) selection. PP-SWAT was not designed to address errors associated with other sources (e.g. model structure) and cautious supervision of its power should be exercised in order to attain physically meaningful calibration results. © 2013 Elsevier Ltd.",Evolutionary multiobjective optimization - High performance computers - Parallel processing - Parameter calibration - Soil and Water assessment tools,"Zhang, Xuesong(1); Beeson, Peter(2); Link, Robert(1); Manowitz, David(1); Izaurralde, Roberto C.(1); Sadeghi, Ali(2); Thomson, Allison M.(1); Sahajpal, Ritvik(3); Srinivasan, Raghavan(4); Arnold, Jeffrey G.(5)",2013.0,Journal,Environmental Modelling and Software,10.1016/j.envsoft.2013.03.013,"(1) Joint Global Change Research Institute, Pacific Northwest National Laboratory, University of Maryland, College Park, MD 20740, United States; (2) Agricultural Research Service, United Stated Department of Agriculture, Beltsville, MD 20705, United States; (3) Department of Geographical Sciences, University of Maryland, College Park, MD 20740, United States; (4) Spatial Sciences Laboratory in the Department of Ecosystem Science and Management, Texas A andM University, College Stations, TX 77845, United States; (5) Grassland, Soil and Water Research Laboratory USDA-ARS, Temple, TX 76502, United States",Elsevier Ltd,English,13648152,
Compendex,"Pyo, the python DSP toolbox","This paper introduces pyo, a python module dedicated to the digital processing of sound. This audio engine distinguishes itself from other alternatives by being natively integrated to a common general programming language. This integration allows incorporating audio processes quickly to other pro- gramming tasks, like mathematical computations, network communications or graphical interface programming. We will expose the main features of the library as well as the different contexts of use where pyo can be of a great benefit to composers and audio software developers. © 2016 Copyright held by the owner/author(s).",Audio engines - Audio software - Graphical interface - Mathematical computation - Network communications - Python,"Bélanger, Olivier(1)",2016.0,Conference,MM 2016 - Proceedings of the 2016 ACM Multimedia Conference,10.1145/2964284.2973804,"(1) Faculty of Music, University of Montreal, 200 rue Vincent d'Indy, Montréal; QC, Canada","Association for Computing Machinery, Inc",English,,
Compendex,"Performance analysis of parallel master-slave Evolutionary strategies (μ,λ) model python implementation for CPU and GPGPU","Evolutionary strategies is a heuristic, guided-search based evolutionary algorithm, widely used as optimization technique for computationally intensive problems. Python is a high-level programming language known for code readability, reusability and the ease of use, making it preferable choice for quick and robust software development, although it is lacking in performance and concurrency area. Emerging technologies such as Anaconda Accelerate Python compiler attempt to combine Python's ease of use with both declarative and explicit parallelization and high performance in computationally intensive problems. In this paper an example of master - slave parallel Evolutionary strategy ES(μ,λ) implementation in Python is given, and its performance on CPU and GPU are analyzed. © 2014 MIPRO.",Computationally intensive problems - Evolutionary strategies - Explicit parallelization - High-level programming language - Multi-threading - Optimization techniques - Python-Anaconda - Test functions,"Zubanovic, D.(1); Hidic, A.(1); Hajdarevic, A.(1); Nosovic, N.(1); Konjicija, S.(1)",2014.0,Conference,"2014 37th International Convention on Information and Communication Technology, Electronics and Microelectronics, MIPRO 2014 - Proceedings",10.1109/MIPRO.2014.6859822,"(1) Faculty of Electrical Engineering, University of Sarajevo, Sarajevo, Bosnia and Herzegovina",IEEE Computer Society,English,,
Compendex,UPy: A ubiquitous CG python API with biological-modeling applications,"The uPy Python extension module provides a uniform abstraction of the APIs of several 3D computer graphics programs (called hosts), including Blender, Maya, Cinema 4D, and DejaVu. A plug-in written with uPy can run in all uPy-supported hosts. Using uPy, researchers have created complex plug-ins for molecular and cellular modeling and visualization. uPy can simplify programming for many types of projects (not solely science applications) intended for multihost distribution. It's available at http://upy.scripps.edu. The first featured Web extra is a video that shows interactive analysis of a calcium dynamics simulation. YouTube URL: http://youtu.be/wvs-nWE6ypo. The second featured Web extra is a video that shows rotation of the HIV virus. YouTube URL: http://youtu.be/vEOybMaRoKc. © 2012 IEEE.",3D molecular visualizations - Blender - Cinema 4D - Maya - Python - Scientific data visualization - Software plug-ins,"Autin, Ludovic(1); Johnson, Graham(2); Hake, Johan(2); Olson, Arthur(1); Sanner, Michel(1)",2012.0,Journal,IEEE Computer Graphics and Applications,10.1109/MCG.2012.93,"(1) Scripps Research Institute's, Molecular Graphics Laboratory, United States; (2) Bioengineering Department, University of California, San Diego, United States",IEEE Computer Society,English,02721716,
