DataBase,Title,Abstract,Keywords,Authors,Year,DocumentType,PublicationTitle,DOI,Link,Affiliations,Publisher,Language,ISSN,ISBN
IEEE,A comparison of development effort estimation techniques for Web hypermedia applications,"Several studies have compared the prediction accuracy of different types of techniques with emphasis placed on linear and stepwise regressions, and case-based reasoning (CBR). We believe the use of only one type of CBR technique may bias the results, as there are others that can also be used for effort prediction. This paper has two objectives. The first is to compare the prediction accuracy of three CBR techniques to estimate the effort to develop Web hypermedia applications. The second objective is to compare the prediction accuracy of the best CBR technique, according to our findings, against three commonly used prediction models, namely multiple linear regression, stepwise regression and regression trees. One dataset was used in the estimation process and the results showed that different measures of prediction accuracy gave different results. MMRE and MdMRE showed better prediction accuracy for multiple regression models whereas box plots showed better accuracy for CBR.",,E. Mendes; I. Watson; C. Triggs; N. Mosley; S. Counsell,2002,Conference,Proceedings Eighth IEEE Symposium on Software Metrics,10.1109/METRIC.2002.1011332,https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=1011332,"Dept. of Comput. Sci., Auckland Univ., New Zealand; Dept. of Comput. Sci., Auckland Univ., New Zealand; NA; NA; NA",IEEE,English,1530-1435,0-7695-1339-5
IEEE,Towards Software Quality Economics for Defect-Detection Techniques,"There are various ways to evaluate defect-detection techniques. However, for a comprehensive evaluation the only possibility is to reduce all influencing factors to costs. There are already some models and metrics for the cost of quality that can be used in that context. The existing metrics for the effectiveness and efficiency of defect-detection techniques and experiences with them are combined with cost metrics to allow a more fine-grained estimation of costs and a comprehensive evaluation of defect-detection techniques. The current model is most suitable for directly comparing concrete applications of different techniques",,S. Wagner,2005,Conference,29th Annual IEEE/NASA Software Engineering Workshop,10.1109/SEW.2005.47,https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=1521215,"Institut fur Informatik Technische Universit at Munchen Boltzmannstr. Garching, Germany",IEEE,English,1550-6215,0-7695-2306-4
IEEE,Validation of software effort models,Several static models for software effort were examined on three data sets. Models applied to new data sets need to be evaluated relative to the quality of the data set and this can be benchmarked by fitting a least squares model to the data. This natural model can then be compared to the model that is being evaluated.,,L. F. Johnson; M. L. Smith; A. M. Stevens,1999,Conference,Engineering Solutions for the Next Millennium. 1999 IEEE Canadian Conference on Electrical and Computer Engineering (Cat. No.99TH8411),10.1109/CCECE.1999.807208,https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=807208,"Inf. Metrics Inst., New Brunswick Univ., Fredericton, NB, Canada; NA; NA",IEEE,English,0840-7789,0-7803-5579-2
IEEE,Measuring the functionality of online stores,"This paper shows the need of a framework which can be used to measure the functionality delivered by electronic commerce (e-commerce) systems. Such a framework would be helpful in areas such as cost prediction, effort estimation, and so on. The paper goes on to propose such a framework, based on the established methods of function points and object points.",Software Metrication;e-Commerce;Function Points;Object Points;Software Quality Assurance,E. Cachia; M. Micallef,2005,Conference,29th Annual International Computer Software and Applications Conference (COMPSAC'05),10.1109/COMPSAC.2005.97,https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=1508087,"Dept. of Comput. Sci. & Artificial Intelligence, Univ. of Malta, Malta; Dept. of Comput. Sci. & Artificial Intelligence, Univ. of Malta, Malta",IEEE,English,0730-3157,0-7695-2413-3
IEEE,Estimating software project effort using analogies,"Accurate project effort prediction is an important goal for the software engineering community. To date most work has focused upon building algorithmic models of effort, for example COCOMO. These can be calibrated to local environments. We describe an alternative approach to estimation based upon the use of analogies. The underlying principle is to characterize projects in terms of features (for example, the number of interfaces, the development method or the size of the functional requirements document). Completed projects are stored and then the problem becomes one of finding the most similar projects to the one for which a prediction is required. Similarity is defined as Euclidean distance in n-dimensional space where n is the number of project features. Each dimension is standardized so all dimensions have equal weight. The known effort values of the nearest neighbors to the new project are then used as the basis for the prediction. The process is automated using a PC-based tool known as ANGEL. The method is validated on nine different industrial datasets (a total of 275 projects) and in all cases analogy outperforms algorithmic models based upon stepwise regression. From this work we argue that estimation by analogy is a viable technique that, at the very least, can be used by project managers to complement current estimation techniques.",,M. Shepperd; C. Schofield,1997,Journal,IEEE Transactions on Software Engineering,10.1109/32.637387,https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=637387,"Dept. of Comput., Bournemouth Univ., Poole, UK; NA",IEEE,English,1939-3520,
IEEE,Value estimation for software product management,Value-based approach of software engineering proved to be one of the most important branches of software engineering because it elicits and reconciles stakeholder¿s value propositions with respect to the system into a mutually satisfactory set of objectives for the system. Thus most of software organizations in market-driven environment nowadays adopt value-based approach with the focus on maximizing the value gained from their products against consumed resources. This leads to a need for a value estimation methodology to incorporate all the software product value aspects altogether while measuring the product value. Most of the existing methodologies focus on measuring product financial value and neglect the nonfinancial value. Value point measurement will facilitate quantifying the total value obtained from the product and compare it against planned product budget at early phases of the product life cycle. Such comparison will be used as a sort of justification for product feasibility. This paper illustrates a new estimation methodology for the software product value called ¿Value Point¿. VP measures value gained from the software product through quantifying value obtained from each product requirement. The process for value point counting will be illustrated through a designed product management framework. A case study is performed to demonstrate the added value from the proposed methodology.,Value Point;Value-Based estimation;Product management;Release planning,S. I. Mohamed; A. M. Wahba,2008,Conference,2008 IEEE International Conference on Industrial Engineering and Engineering Management,10.1109/IEEM.2008.4738261,https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=4738261,"Department of computer and system Engineering, Ain Shams University, Cairo, Egypt; Department of computer and system Engineering, Ain Shams University, Cairo, Egypt",IEEE,English,2157-362X,978-1-4244-2629-4
IEEE,Measuring web service interfaces,"The following short paper describes a tool supported method for measuring web service interfaces. The goal is to assess the complexity and quality of these interfaces as well as to determine their size for estimating evolution and testing effort. Besides the metrics for quantity, quality and complexity, rules are defined for ensuring maintainability. In the end a tool - WSDAudit - is described which the author has developed for the static analysis of web service definitions. The WSDL schemas are automatically audited and measured for quality assurance and cost estimation. Work is underway to verify them against the BPEL procedures from which they are invoked.",web services;WSDL;metrics;rule checking;quality;complexity;sizing;static analysis;code inspection;interface rule checking,H. M. Sneed,2010,Conference,2010 12th IEEE International Symposium on Web Systems Evolution (WSE),10.1109/WSE.2010.5623580,https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=5623580,"ANECON GmbH, Vienna, Austria",IEEE,English,1550-4441,978-1-4244-8637-3
IEEE,Improving software size estimates by using probabilistic pairwise comparison matrices,"The pairwise comparison technique is a general purpose estimation approach for capturing expert judgment. This approach can be generalized to a probabilistic version using Monte Carlo methods to produce estimates of size distributions. The probabilistic pairwise comparison technique enables the estimator to systematically incorporate both estimation uncertainty as well as any uncertainty that arises from using multiple historical analogies as reference modules. In addition to describing the methodology, the results of the case study are also included. This paper is an extension of the work presented in [Lum, K et al., (2003)] and shows how the original software size estimates compared to the actual delivery size. It also describes the techniques used to modify the approach based on lessons learned. The results because they are based on only one case do not validate the effectiveness of the proposed approach but are suggestive that the technique can be effective and support the conclusion that further research is worth pursuing.",,J. Hihn; K. T. Lum,2004,Conference,"10th International Symposium on Software Metrics, 2004. Proceedings.",10.1109/METRIC.2004.1357898,https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=1357898,"Jet Propulsion Lab., California Inst. of Technol., Pasadena, CA, USA; Jet Propulsion Lab., California Inst. of Technol., Pasadena, CA, USA",IEEE,English,1530-1435,0-7695-2129-0
IEEE,Software Project Estimation Using Improved Use Case Point,"Estimating metrics, such as effort, schedule and cost, needed for a software to be created and launched into market have significant economical effects. One of the most extensively utilized method for such estimation is a technique called Use Case Points. It is based on the use case modeling which is a popular and widely used technique for capturing and describing the functional requirements of a software system. In this paper multitude number of techniques have been proposed as the basis for improving estimation of the effort, schedule, and costs of software projects. These terms are conceptually similar but utilize different parameter values and metrics. Moreover, different versions of use case points have been proposed. This method suffers some limitations such as less accuracy, failure to consider software risks, failure to consider software quality aspects, failure to consider different levels of software security, and so on. The aim of this paper is to propose a new approach for cost estimation, based on use case points method, by considering all the existing risks related to software projects. The results indicate that the new estimation approach can produce relatively accurate estimates and also declare various aspects of project risks during project estimation. Our results also provide guidance for organizations that want to develop a software project.",Software Cost;Software Estimation;Software Risks;Use-case point,S. Bagheri; A. Shameli-Sendi,2018,Conference,"2018 IEEE 16th International Conference on Software Engineering Research, Management and Applications (SERA)",10.1109/SERA.2018.8477225,https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=8477225,"Faculty of Computer Science and Engineering, Shahid Beheshti University (SBU), Tehran, Iran; Faculty of Computer Science and Engineering, Shahid Beheshti University (SBU), Tehran, Iran",IEEE,English,,978-1-5386-5886-4
IEEE,esrcTool: A Tool to Estimate the Software Risk and Cost,"Function Point is a well known established method to estimate the size of software projects. There are several areas of the software engineering in which we can use the function point analysis (FPA) like project planning, project construction, software implementation etc. In this paper we have used the function point approach in order to develop the architecture of the esrcTool. This tool is used for two different purposes, firstly, to estimate the risk in the software and secondly to estimate the cost of the software. In the literature of software engineering there are so many models to estimate the risk in the software like Soft Risk Model, SRAM, SRAEM and so on. But in the esrcTool we have used SRAEM i.e. Software Risk Assessment and Estimation Model, because in this model FP is used as an input variable, and on the other hand side, in order to determine the cost of the software we have used the International Software Benchmarking Standards Group Release Report (ISBSG).",FPA;Software risk;Cost;SRAEM,M. Sadiq; A. Rahman; S. Ahmad; M. Asim; J. Ahmad,2010,Conference,2010 Second International Conference on Computer Research and Development,10.1109/ICCRD.2010.29,https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=5489451,"Fac. of Eng. & Technol., Jamia Millia Islamia A Central Univ., New Delhi, India; Dept. of Comput. Sci. & Eng., Al-Falah Sch. of Eng. & Technol., Faridabad, India; Fac. of Eng. & Technol., Jamia Millia Islamia A Central Univ., New Delhi, India; Dept. of Comput. Sci. & Eng., Al-Falah Sch. of Eng. & Technol., Faridabad, India; Fac. of Eng. & Technol., Jamia Millia Islamia A Central Univ., New Delhi, India",IEEE,English,,978-0-7695-4043-6
IEEE,Early Functional Size Estimation with IFPUG Unit Modified,"Nowadays functional size measurement is a strategic key to deal with the management of software systems development. The origin of this importance is the fact that functional size measurement is the main input variable in software effort estimation systems. Nevertheless, to obtain precise functional size measurements it is not only necessary to have a lot of information of the system to be developed, but also software project planning is one of the early stages in the project. To solve this difficulty, one of the main software management research technique is centered in the study of methods to obtain precise functional size measurements early in the development phase for early functional size estimation. The functional size unit selected to do the study has been IFPUG because is the most widely used method.",Software Management;Software Process;Software Measurement;Functional Size;IFPUG,J. J. Cuadrado-Gallego; P. Rodríguez-Soria; A. González; D. Castelo; S. Hakimuddin,2010,Conference,2010 IEEE/ACIS 9th International Conference on Computer and Information Science,10.1109/ICIS.2010.12,https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=5591011,"Comput. Sci. Dept., Univ. of Alcala, Alcala de Henares, Spain; Comput. Sci. Dept., Univ. of Alcala, Alcala de Henares, Spain; Comput. Sci. Dept., Univ. of Alcala, Alcala de Henares, Spain; Comput. Sci. Dept., Univ. of Alcala, Alcala de Henares, Spain; Dept. of Comput. Sci. & Eng., Manipal Inst. of Technol., Manipal, India",IEEE,English,,978-1-4244-8198-9
IEEE,Using Web objects for estimating software development effort for Web applications,"Web development projects are certainly different from traditional software development projects and hence require differently tailored measures for accurate effort estimation. We investigate the suitability of a newly proposed size measure for Web development projects: Web objects. Web objects have been specifically developed for sizing Web applications and used for estimating effort in a COCOMO Il-like estimation model called WEBMO. However, no empirical validation has yet been published. We apply and validate the proposed Web object approach in the context of a small Australian Web development company, for the first time. Besides Web objects, we apply traditional function points as an effort predictor for Web applications. Effort estimation models based on Web objects are compared with models based on traditional function points using ordinary least squares regression (OLS). Tested on data from twelve Web applications, the estimates derived from estimation models using Web objects significantly outperformed models using function points, with a mean magnitude of relative error of 0.24 versus 0.33, respectively. Based on the results, it seems that Web objects are more suitable for effort estimation purposes of Web applications than traditional function points.",,M. Ruhe; R. Jeffery; I. Wieczorek,2003,Conference,Proceedings. 5th International Workshop on Enterprise Networking and Computing in Healthcare Industry (IEEE Cat. No.03EX717),10.1109/METRIC.2003.1232453,https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=1232453,"Corp. Technol., Siemens AG, Germany; NA; NA",IEEE,English,1530-1435,0-7695-1987-3
IEEE,A comparative study on software reuse metrics and economic models from a traceability perspective,"A fundamental task when employing software reuse is evaluating its impacts by measuring the relation of reused and developed software, the cost for obtaining reuse and the cost avoided by reusing software during development and maintenance. Different reuse related metrics exist in the literature, varying from strictly code-based metrics, aiming to measure the amount of code reused in a product, to more elaborate cost-based metrics and models, aiming to measure the costs involved in reuse programs and to evaluate the impacts of reuse in software development. Although reuse is commonly claimed to benefit maintenance, the traceability problem is still neglected on the reuse metrics arena, despite its great impacts on software maintenance. Reuse metrics may be used as important support tools for dealing with the traceability between reused assets and their clients. The goal of this work is to evaluate the current state of the art on the reuse metrics area with special emphasis on code-based metrics, building on previous surveys with further analysis and considerations on the applicability of such metrics to reuse traceability.",,J. C. C. P. Mascena; E. S. de Almeida; S. R. de Lemos Meira,2005,Conference,"IRI -2005 IEEE International Conference on Information Reuse and Integration, Conf, 2005.",10.1109/IRI-05.2005.1506452,https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=1506452,"Recife Center for Adv. Studies & Syst., Fed. Univ. of Pernambuco, Brazil; Recife Center for Adv. Studies & Syst., Fed. Univ. of Pernambuco, Brazil; Recife Center for Adv. Studies & Syst., Fed. Univ. of Pernambuco, Brazil",IEEE,English,,0-7803-9093-8
IEEE,Value creation and capture: a model of the software development process,"Landmark Graphics supplies software and services to the upstream oil and gas industry. Our software portfolio, which ranges from exploration and drilling to data management and decision analysis, includes more than 60 products consisting of over 50 million lines of source code. For many years, Landmark has been collecting project metrics we wished to harvest to gain insight into key business questions in three areas: optimal release cycle duration (scope/time trade-off), optimal project staffing levels, effects of uncertainty. We set out to develop a relatively simple project dynamics model to use in conjunction with market sensitivity and economic analysis to help optimize profitability. Some of our ideas and results are similar to those of Preston Smith and Donald Reinertsen, who examined the impact of time-to-market sensitivity. However, our approach is a more detailed model tuned to software development issues.",,T. Little,2004,Magazine,IEEE Software,10.1109/MS.2004.1293072,https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=1293072,,IEEE,English,1937-4194,
IEEE,Developing a design complexity measure,"The cost to develop and maintain software is increasing at a rapid rate. The majority of the total cost to develop software is spent in the post-deployment-maintenance phase of the software life-cycle. In order to reduce life-cycle costs, more effort needs to be spent in earlier phases of the software life-cycle. One characteristic that merits investigation is the complexity of a software design. Project performance metrics (i.e. effort, schedule, defect density, etc.) are driven by software complexity, and affect project costs. The Software Design Complexity Measure examines an organization's historical project performance metrics along with the complexity of a project's software design to estimate future project performance metrics. These estimates indicate costs that the evaluated software design will incur in the future. Equipped with future cost estimates, a project manager will be able to make more informed decisions concerning the future of the project.",,K. Littlejohn; M. Olis; R. Lentz; M. Barnett,1996,Conference,15th DASC. AIAA/IEEE Digital Avionics Systems Conference,10.1109/DASC.1996.559130,https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=559130,"Wright Res. & Dev. Center, Wright-Patterson AFB, OH, USA; NA; NA; NA",IEEE,English,,0-7803-3385-3
IEEE,FPA and Quality Metrics in Contracts,"Outsourcing software development projects continues to be a very difficult task for many organizations. They struggle with the questions they should ask in the 'Request for Proposal (RFP)' phase. These organizations wish to find the questions that enable them to compare the bidding suppliers in an objective, yet meaningful way and they wish to select the right supplier based on this comparison. In practice, the industry sees many RFP's that seem to comply to this goal, but when looked into a little detailed, it becomes obvious that in many cases the comparison is not objective and meaningful at all and even that in many cases the wrong supplier is selected, often resulting in failing projects. Repeatedly, suppliers argue with client organizations about the objective reasoning for missed offers and sometimes they even start legal actions.",Outsourcing;FPA;Contracting,H. v. Heeringen; H. Kuijpers; R. Scholten; F. S. Uiterkamp; D. Müller; J. Onvlee; H. Bernink; M. Pereboom,2014,Conference,2014 Joint Conference of the International Workshop on Software Measurement and the International Conference on Software Process and Product Measurement,10.1109/IWSM.Mensura.2014.40,https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=7000098,NA; NA; NA; NA; NA; NA; NA; NA,IEEE,English,,978-1-4799-4174-2
IEEE,Analyzing Data on Software Evolution Processes,"This paper describes a tool supported process for evaluating software evolution processes using data analytics. Software evolution is concerned with correcting, changing and enhancing existing software systems. The evolution process is driven by error reports and change requests. The ISO-12207 standard prescribes how the process should be conducted. The approach presented here goes beyond simply checking if the process under investigation conforms to the prevailing standard. It collects data on the numbers and types of evolution requests as well as data on the time and effort required to implement them to determine if the evolution process is improving or degrading. For this, the error reports, change requests and time sheets are scanned to load a process performance database. There a numerical analysis is performed to measure the error and change rates for assessing process quality. Performance and usability data are also included in the quality assessment. In addition, the expended effort is analyzed in relation to the impact domain of the corrections and changes to determine the productivity rate. The number of reported errors and submitted change requests is essential to estimating the costs of future releases.",Software Evolution;Process measurement;Process assessment;numeric data analysis;product quality and complexity;productivity measurement;evolution cost projection,H. M. Sneed; W. Prentner,2016,Conference,2016 Joint Conference of the International Workshop on Software Measurement and the International Conference on Software Process and Product Measurement (IWSM-MENSURA),10.1109/IWSM-Mensura.2016.013,https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=7809585,"ZT-Prentner-IT GmbH, Vienna, Austria; ZT-Prentner-IT GmbH, Vienna, Austria",IEEE,English,,978-1-5090-4147-3
