"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"NTKWNVPN","journalArticle","2020","Casanova-Arenillas, S.; Rodríguez-Tovar, F. J.; Martínez-Ruiz, F.","Applied ichnology in sedimentary geology: Python scripts as a method to automatize ichnofabric analysis in marine core images","Computers & Geosciences","","0098-3004","10.1016/j.cageo.2020.104407","http://www.sciencedirect.com/science/article/pii/S0098300419310052","Image analysis has been succesfully applied in core research, especially in studies from modern deposits, to enhance the visibility of ichnological features and characterize ichnoassemblages and ichnofabrics. Its application to ichnological research provides useful information for marine core studies, hence sedimentary geology, but also for hydrocarbon exploration. Here we develop a new methodology, using Python programming language, which significantly improve the ichnological analysis. The method automatizes the process of obtaining continuous ichnological information, in this case about the percentage of bioturbation as a key aspect of the ichnofabric approach. The method affords the possibility of automatically generating continuous percentage and other index records using pixel counts in previously treated images. The resulting data sets are easy to correlate with the information usually obtained from cores (e.g., geochemical and mineralogical data). Such an integration of different proxies for to the field of sedimentary geology especially in the use of ichnological analysis, making it easier for the researcher, less time consuming, and more likely to be undertaken. The coding and sharing of open software tools allow for great flexibility, giving researchers in ichnology or related fields the option to implement new features, develop more complex tools to improve the package, and share findings with the scientific community.","2020-03-01","2020-08-18 16:37:49","2020-08-18 16:37:49","2020-08-18 16:37:47","104407","","","136","","Computers & Geosciences","Applied ichnology in sedimentary geology","","","","","","","en","","","","","ScienceDirect","","","","/Users/Pablo/Zotero/storage/U3IY72ZP/S0098300419310052.html","","","Ichnology; Image analysis; Palaeoenvironment; Python","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KFST7QDN","journalArticle","2020","Raghavan, S.; Rai, Shanthanu S.; Rohit, M. P.; Chandrasekaran, K.","GPUPeP: Parallel Enzymatic Numerical P System simulator with a Python-based interface","Biosystems","","0303-2647","10.1016/j.biosystems.2020.104186","http://www.sciencedirect.com/science/article/pii/S0303264720300824","Membrane computing is a computational paradigm inspired by the structure and behavior of a living cell. P Systems are the computing devices that are used to realize membrane computing models. Numerous theoretical studies on many variants of P Systems have shown them to be computationally universal. There is a wide range of applications of P Systems from modeling of biological processes to image processing. Among many variants of P Systems, one of the most important is Enzymatic Numerical P System (ENPS). ENPS is a class of P System in which membranes operate on numerical values. To realize the power of ENPS there are a few simulators developed. Each and every simulator has some advantages as well as some disadvantages. Here, a GPU based simulator using Python as a user interaction language is developed. This tool is a completely parallel variant, compatible with a Python based sequential simulator (PeP) which was the first Python based work for ENPS. The developed simulator uses CUDA to interact with GPU and gives the desired speed up, while processing the membranes. There are two important case studies which show the performance of the developed tool to be far better than the other serial simulators.","2020-10-01","2020-08-18 16:37:49","2020-08-18 16:37:49","2020-08-18 16:37:47","104186","","","196","","Biosystems","GPUPeP","","","","","","","en","","","","","ScienceDirect","","","","/Users/Pablo/Zotero/storage/HCFIPJ9S/S0303264720300824.html","","","ENPS simulator; Enzymatic Numerical P System; GPUPeP; Graphical Processing Unit (GPU); Membrane computing; Python-based interface","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M5P67IRY","journalArticle","2019","Benítez-Hidalgo, Antonio; Nebro, Antonio J.; García-Nieto, José; Oregi, Izaskun; Del Ser, Javier","jMetalPy: A Python framework for multi-objective optimization with metaheuristics","Swarm and Evolutionary Computation","","2210-6502","10.1016/j.swevo.2019.100598","http://www.sciencedirect.com/science/article/pii/S2210650219301397","This paper describes jMetalPy, an object-oriented Python-based framework for multi-objective optimization with metaheuristic techniques. Building upon our experiences with the well-known jMetal framework, we have developed a new multi-objective optimization software platform aiming not only at replicating the former one in a different programming language, but also at taking advantage of the full feature set of Python, including its facilities for fast prototyping and the large amount of available libraries for data processing, data analysis, data visualization, and high-performance computing. As a result, jMetalPy provides an environment for solving multi-objective optimization problems focused not only on traditional metaheuristics, but also on techniques supporting preference articulation, constrained and dynamic problems, along with a rich set of features related to the automatic generation of statistical data from the results generated, as well as the real-time and interactive visualization of the Pareto front approximations produced by the algorithms. jMetalPy offers additionally support for parallel computing in multicore and cluster systems. We include some use cases to explore the main features of jMetalPy and to illustrate how to work with it.","2019-12-01","2020-08-18 16:37:49","2020-08-18 16:37:49","2020-08-18 16:37:48","100598","","","51","","Swarm and Evolutionary Computation","jMetalPy","","","","","","","en","","","","","ScienceDirect","","","","/Users/Pablo/Zotero/storage/3SEBMZUE/S2210650219301397.html; /Users/Pablo/Zotero/storage/2VTV5N6J/Benítez-Hidalgo et al. - 2019 - jMetalPy A Python framework for multi-objective o.pdf","","","Metaheuristics; Multi-objective optimization; Python; Software framework; Statistical analysis; Visualization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I6NXZ5WA","journalArticle","2020","Nigam, Yash; Singh, Ghanshyam; Prakash, Arnav","Design of Radial Turbine Parametric Modeller for Turbocharger using Python","Materials Today: Proceedings","","2214-7853","10.1016/j.matpr.2020.03.090","http://www.sciencedirect.com/science/article/pii/S2214785320318654","The time taken for CAD modelling a single component and then building the family of that component consumes a lot of time and is a rigorous task. This problem can be solved by applying parametrisation to the component and make it adapt to changes in the design inputs. The Thermodynamically valid model is based on set of numerical relations. This type of approach requires real experimental data to be legitimate. This method of applying experimental data and back-end usage of thermodynamics equations allows us to create a valid model for industrial usage. This is the objective behind designing of turbocharger turbine parametric modeller. The modeller not only gives direct control of the blade geometry but also provides valuable feedback of the design. This has allowed the user to construct a good initial design before refining it with more computationally expensive methods. The modeller is developed using the python API within the framework of the open source software FreeCAD. The approach to construct a variety of turbo machinery turbines is based partially on state-of-art parametrisation techniques and uses fundamental design variables such as Specific speed, Flow Coefficient and Fluid inlet conditions. The modeller is based on experimental results of turbocharger turbines as well as thermodynamics study of Radial turbines. The outcome of designing the modeller helped in minimizing the time of manual modelling with an automated process","2020-01-01","2020-08-18 16:37:49","2020-08-18 16:37:49","2020-08-18 16:37:48","1902-1910","","","22","","Materials Today: Proceedings","","2nd International Conference on Materials Manufacturing and Modelling, ICMMM – 2019, VIT University, Vellore, 29th - 31st March 2019","","","","","","en","","","","","ScienceDirect","","","","/Users/Pablo/Zotero/storage/KU9EJY5D/S2214785320318654.html","","","CAD; FCMacro; FreeCAD; Parametric Modeller; Python; Radial Turbine; Turbocharger","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K76KYRER","journalArticle","2020","Tomlinson, J. E.; Arnott, J. H.; Harou, J. J.","A water resource simulator in Python","Environmental Modelling & Software","","1364-8152","10.1016/j.envsoft.2020.104635","http://www.sciencedirect.com/science/article/pii/S1364815219307133","A new generalised water resource network modelling Python library, Pywr, is presented. Given hydrological inflows, Pywr simulates customisable water allocation and operation rules throughout complex multi-purpose managed water systems at each user-defined time-step. The model uses a low-level interface to existing linear programming solvers for fast priority-based optimisation-driven simulation. The library uses an object based system for users to provide input data and record simulation outputs. A novel multi-scenario simulation method provides an almost 4-fold improvement in model run-times and supports calculating robustness metrics across scenarios. A flexible interface to specify multi-objective optimisation formulations as part of a model’s input file is included. These features enable analysts to apply advanced water planning approaches, such as robust decision making and robust optimisation, to real systems. The library is available under the GPLv3 open source licence, includes several examples and a regression test suite.","2020-04-01","2020-08-18 16:37:49","2020-08-18 16:37:49","2020-08-18 16:37:48","104635","","","126","","Environmental Modelling & Software","","","","","","","","en","","","","","ScienceDirect","","","","/Users/Pablo/Zotero/storage/4WGJZHZI/S1364815219307133.html","","","Decision making under deep uncertainty; Multi-reservoir operations; Network optimisation; Open source; Python; Water resource simulation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MKPCQ7PS","journalArticle","2019","Cheatwood, Loren; Cote, Peter; Perygin, Donna","A python analysis of mass loss related to thermogravimetric analysis of tetrachloroethylene-methyl methacrylate copolymers","Chemical Data Collections","","2405-8300","10.1016/j.cdc.2019.100304","http://www.sciencedirect.com/science/article/pii/S2405830019301818","A tetrachloroethylene/methyl methacrylate copolymer matrix was synthesized at incremental methyl methacrylate proportions. A mass-loss event was observed when Thermogravimetric Analysis (TGA) was performed on the resulting solid polymers. A Python analysis in Jupyter Notebooks was developed to analyze each sigmoidal curve generated by thermogravimetric analysis. This algorithm selects a data range, performs a regression analysis on this range, calculates the line intercepts, finds the nearest neighbor on the mass-loss plot, then calculates the rate of mass-loss. The TGA mass-loss was observed to be inversely proportional to the concentration of methyl methacrylate.","2019-12-01","2020-08-18 16:37:49","2020-08-18 16:37:49","2020-08-18 16:37:48","100304","","","24","","Chemical Data Collections","","","","","","","","en","","","","","ScienceDirect","","","","/Users/Pablo/Zotero/storage/2ZQ7ZUED/S2405830019301818.html","","","Methyl methacrylate; Python; Tetrachloroethylene; TGA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AKKA829K","journalArticle","2018","Jadoul, Yannick; Thompson, Bill; de Boer, Bart","Introducing Parselmouth: A Python interface to Praat","Journal of Phonetics","","0095-4470","10.1016/j.wocn.2018.07.001","http://www.sciencedirect.com/science/article/pii/S0095447017301389","This paper introduces Parselmouth, an open-source Python library that facilitates access to core functionality of Praat in Python, in an efficient and programmer-friendly way. We introduce and motivate the package, and present simple usage examples. Specifically, we focus on applications in data visualisation, file manipulation, audio manipulation, statistical analysis, and integration of Parselmouth into a Python-based experimental design for automated, in-the-loop manipulation of acoustic data. Parselmouth is available at https://github.com/YannickJadoul/Parselmouth.","2018-11-01","2020-08-18 16:37:49","2020-08-18 16:37:49","2020-08-18 16:37:48","1-15","","","71","","Journal of Phonetics","Introducing Parselmouth","","","","","","","en","","","","","ScienceDirect","","","","/Users/Pablo/Zotero/storage/3LL4WEYR/S0095447017301389.html; /Users/Pablo/Zotero/storage/CANA5KBN/Jadoul et al. - 2018 - Introducing Parselmouth A Python interface to Pra.pdf","","","Acoustics; Data analysis; Phonetics; Praat; Python; Software","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FM2J5DRK","journalArticle","2019","Jaskolka, Karina; Seiler, Jürgen; Beyer, Frank; Kaup, André","A Python-based laboratory course for image and video signal processing on embedded systems","Heliyon","","2405-8440","10.1016/j.heliyon.2019.e02560","http://www.sciencedirect.com/science/article/pii/S2405844019362206","The usage of embedded systems is omnipresent in our everyday life, e.g., in smartphones, tablets, or automotive devices. These devices are able to deal with challenging image processing tasks like real-time detection of faces or high dynamic range imaging. However, the size and computational power of an embedded system is a limiting demand. To help students understanding these challenges, a new lab course ""Image and Video Signal Processing on Embedded Systems"" has been developed and is presented in this paper. The Raspberry Pi 3 Model B and the open source programming language Python have been chosen, because of low hardware cost and free availability of the programming language. In this lab course the students learn handling both hard- and software, Python as an alternative to MATLAB, the image signal processing path, and how to develop an embedded image processing system, from the idea to implementation and debugging. At the beginning of the lab course an introduction to Python and the Raspberry Pi is given. After that, various experiments like the implementation of a corner detector and creation of a panorama image are prepared in the lab course. Students participating in the lab course develop a profound understanding of embedded image and video processing algorithms which is verified by comparing questionnaires at the beginning and the end of the lab course. Moreover, compared to a peer group attending an accompanying lecture with exercises, students having participated in this lab course outperform their peer group in the exam for the lecture by 0.5 on a five-point scale.","2019-10-01","2020-08-18 16:37:49","2020-08-18 16:37:49","2020-08-18 16:37:48","e02560","","10","5","","Heliyon","","","","","","","","en","","","","","ScienceDirect","","","","/Users/Pablo/Zotero/storage/J2MNENJC/S2405844019362206.html; /Users/Pablo/Zotero/storage/NT9LSY9C/Jaskolka et al. - 2019 - A Python-based laboratory course for image and vid.pdf","","","Computer science; Education; Embedded system; Image and video signal processing; Laboratory course; Python","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y7N6TZ4F","journalArticle","2019","Yilmaz, Murat","Easy pre/post-processing of finite elements with custom symbolic-objects: A self-expressive Python interface","Computers & Structures","","0045-7949","10.1016/j.compstruc.2019.07.002","http://www.sciencedirect.com/science/article/pii/S0045794918316341","This study presents an experimental object-oriented (OO) application-programming interface (API) that aims to facilitate the programming of custom pre/post-processing modules for finite element (FE) developers/researchers. The proposed API does not claim to be a full-fledged FE pre/post-processor, but aims to provide an alternative perspective in FE-software design. In this context, a variety of programming techniques are provided to enable the user to develop custom code with concise and descriptive statements. The API is presented in the form of several symbolic-objects in which the very core FE programming operations are abstracted by utilizing metaprogramming and advanced Python language features in an effort to enable the user benefit from these symbols in his/her custom pre/post-processing modules automatically. The examples given show that, this approach results in a concise and self-expressive data-representation layer that can be used flexibly in the processing of different FE discretization schemes.","2019-10-01","2020-08-18 16:37:49","2020-08-18 16:37:49","2020-08-18 16:37:48","82-97","","","222","","Computers & Structures","Easy pre/post-processing of finite elements with custom symbolic-objects","","","","","","","en","","","","","ScienceDirect","","","","/Users/Pablo/Zotero/storage/CMFS9ZIB/S0045794918316341.html","","","Finite element; Object–oriented; Pre/post-processing; Programming; Python","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PF3YITHK","journalArticle","2020","Herring, Patrick; Balaji Gopal, Chirranjeevi; Aykol, Muratahan; Montoya, Joseph H.; Anapolsky, Abraham; Attia, Peter M.; Gent, William; Hummelshøj, Jens S.; Hung, Linda; Kwon, Ha-Kyung; Moore, Patrick; Schweigert, Daniel; Severson, Kristen A.; Suram, Santosh; Yang, Zi; Braatz, Richard D.; Storey, Brian D.","BEEP: A Python library for Battery Evaluation and Early Prediction","SoftwareX","","2352-7110","10.1016/j.softx.2020.100506","http://www.sciencedirect.com/science/article/pii/S2352711020300492","Battery evaluation and early prediction software package (BEEP) provides an open-source Python-based framework for the management and processing of high-throughput battery cycling data-streams. BEEPs features include file-system based organization of raw cycling data and metadata received from cell testing equipment, validation protocols that ensure the integrity of such data, parsing and structuring of data into Python-objects ready for analytics, featurization of structured cycling data to serve as input for machine-learning, and end-to-end examples that use processed data for anomaly detection and featurized data to train early-prediction models for cycle life. BEEP is developed in response to the software and expertise gap between cell-level battery testing and data-driven battery development.","2020-01-01","2020-08-18 16:37:49","2020-08-18 16:37:49","2020-08-18 16:37:49","100506","","","11","","SoftwareX","BEEP","","","","","","","en","","","","","ScienceDirect","","","","/Users/Pablo/Zotero/storage/RLMK7X8V/S2352711020300492.html","","","Battery; Cycling experiments; Data management; Machine-learning; Python","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DCHGED6L","journalArticle","2020","Eschle, Jonas; Puig Navarro, Albert; Silva Coutinho, Rafael; Serra, Nicola","zfit: Scalable pythonic fitting","SoftwareX","","2352-7110","10.1016/j.softx.2020.100508","http://www.sciencedirect.com/science/article/pii/S2352711019303851","Statistical modeling is a key element in many scientific fields and especially in High-Energy Physics (HEP) analysis. The standard framework to perform this task in HEP is the C++ ROOT/RooFit toolkit; with Python bindings that are only loosely integrated into the scientific Python ecosystem. In this paper, zfit, a new alternative to RooFit written in pure Python, is presented. Most of all, zfit provides a well defined high-level API and workflow for advanced model building and fitting, together with an implementation on top of TensorFlow, allowing a transparent usage of CPUs and GPUs. It is designed to be extendable in a very simple fashion, allowing the usage of cutting-edge developments from the scientific Python ecosystem in a transparent way. The main features of zfit are introduced, and its extension to data analysis, especially in the context of HEP experiments, is discussed.","2020-01-01","2020-08-18 16:37:49","2020-08-18 16:37:49","2020-08-18 16:37:49","100508","","","11","","SoftwareX","zfit","","","","","","","en","","","","","ScienceDirect","","","","/Users/Pablo/Zotero/storage/ZIR8LTNV/S2352711019303851.html; /Users/Pablo/Zotero/storage/D6IFP6ZY/Eschle et al. - 2020 - zfit Scalable pythonic fitting.pdf","","","Data analysis; Model fitting; Python; Statistical inference","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZJCL849J","journalArticle","2021","Nedelcu, Dorian; Gillich, Gilbert-Rainer","A structural health monitoring Python code to detect small changes in frequencies","Mechanical Systems and Signal Processing","","0888-3270","10.1016/j.ymssp.2020.107087","http://www.sciencedirect.com/science/article/pii/S0888327020304738","Observing the occurrence of cracks in the early stage remains a challenge, as changes in the modal parameters produced by these cracks are small. This remark is also valid for deeper cracks because in most experiments it is possible to acquire short signals, which ensure a coarse frequency resolution. Therefore, the accurate estimation of frequency by standard methods is impossible. To improve frequency readability, we designed an algorithm that we implemented in the PyFEST application, written in Python programming language. It allows a fast and accurate calculation of harmonic components of a signal. PyFEST is based on an original signal post-processing algorithm, which consists of overlapping spectra for the signal iteratively cropped. The different signal lengths ensure different positions of the spectral lines in the overlapped spectrum. Therefore, adding numerous spectral lines of different positions in the overlapped spectrum we obtain a dense spectrum with significantly increased frequency resolution. From this spectrum, we select the three magnitudes of the individual spectra found in the frequency range of interest. By interpolation, we attain the maximum that has usually an inter-line position representing the estimated frequency. To this frequency, we apply a correction term that is known a priori and so we improve the frequency estimation. To test the reliability of PyFEST, we provide examples for signals generated with known frequencies that have one or more harmonic components. For signals containing one harmonic component the exact frequency was found, while for signals with multiple components the error are less than 0.1%. The frequency change is exactly estimated for both types of signals. Because PyFEST allows observing minor frequency changes, so we succeed to localize the crack position and severity in real beams with high precision.","2021-01-15","2020-08-18 16:37:49","2020-08-18 16:37:49","2020-08-18 16:37:49","107087","","","147","","Mechanical Systems and Signal Processing","","","","","","","","en","","","","","ScienceDirect","","","","/Users/Pablo/Zotero/storage/AMFXCCFB/S0888327020304738.html","","","Algorithm; Damage detection; Discrete Fourier Transform; Frequency estimation; Python language","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MJNYTCMJ","journalArticle","2020","Farrens, S.; Grigis, A.; El Gueddari, L.; Ramzi, Z.; G.r., Chaithya; Starck, S.; Sarthou, B.; Cherkaoui, H.; Ciuciu, P.; Starck, J. -L.","PySAP: Python Sparse Data Analysis Package for multidisciplinary image processing","Astronomy and Computing","","2213-1337","10.1016/j.ascom.2020.100402","http://www.sciencedirect.com/science/article/pii/S2213133720300561","We present the open-source image processing software package PySAP (Python Sparse data Analysis Package) developed for the COmpressed Sensing for Magnetic resonance Imaging and Cosmology (COSMIC) project. This package provides a set of flexible tools that can be applied to a variety of compressed sensing and image reconstruction problems in various research domains. In particular, PySAP offers fast wavelet transforms and a range of integrated optimisation algorithms. In this paper we present the features available in PySAP and provide practical demonstrations on astrophysical and magnetic resonance imaging data.","2020-07-01","2020-08-18 16:37:49","2020-08-18 16:37:49","2020-08-18 16:37:49","100402","","","32","","Astronomy and Computing","PySAP","","","","","","","en","","","","","ScienceDirect","","","","/Users/Pablo/Zotero/storage/PX77H4SS/S2213133720300561.html; /Users/Pablo/Zotero/storage/T49THDJ7/Farrens et al. - 2020 - PySAP Python Sparse Data Analysis Package for mul.pdf","","","Convex optimisation; Image processing; Open-source software; Reconstruction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NMA5CBI9","journalArticle","2019","Volk, John M.; Turner, Matthew A.","PRMS-Python: A Python framework for programmatic PRMS modeling and access to its data structures","Environmental Modelling & Software","","1364-8152","10.1016/j.envsoft.2019.01.006","http://www.sciencedirect.com/science/article/pii/S1364815218308004","A persistent problem in numerical hydrologic modeling, is tracking provenance or how particular data came to be. With multiple modules available for individual flux parameterizations and over 100 parameters, the Precipitation-Runoff Modeling System (PRMS) is a perfect example of why it is such a challenge to track the history of input and output of complex models. We present a lightweight, object-oriented Python framework with programmatic tools for management and visualization using PRMS as an example platform. Within this framework, a modeler can write intuitive code for a myriad of basic or advanced applications. The framework also includes methods that, for example, apply systematic or stochastic parameter modifications while simultaneously saving metadata on which parameters were varied and with what improvement in performance. We include a case study that uses built in Monte Carlo parameter resampling for global sensitivity analysis of eight PRMS parameters related to estimation of shortwave solar radiation.","2019-04-01","2020-08-18 16:37:49","2020-08-18 16:37:49","2020-08-18 16:37:49","152-165","","","114","","Environmental Modelling & Software","PRMS-Python","","","","","","","en","","","","","ScienceDirect","","","","/Users/Pablo/Zotero/storage/NHT595JA/S1364815218308004.html","","","Framework; Parameter sensitivity; PAWN; PRMS; Python","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3RKGW6DK","journalArticle","2019","Körber, M.; Frommel, C.","Automated Planning and Optimization of a Draping Processes Within the CATIA Environment Using a Python Software Tool","Procedia Manufacturing","","2351-9789","10.1016/j.promfg.2020.01.113","http://www.sciencedirect.com/science/article/pii/S2351978920301141","This thesis deals with the challenge of the virtual generation and optimization of complex production processes within the Computer Aided Design (CAD) environment CATIA V5. A flexible robot end-effector –(Modular Gripper) is used for automated draping process which serves as an example application. Previous experiments have shown that manually selecting all process parameters that are needed to adapt the grippers geometry is a very time consuming and inaccurate method. For this reason, a tool was developed that is able to determine or optimize the end-effector specific process parameters offline. Since all existing models are available in the CATIA environment, the goal was to perform this optimization process within the same environment. The software tool is based on a hierarchical architecture where all calculations and logic optimization processes are processed in the programming language Python. All commands in the CATIA environment are performed with the help of small, modularized CATScript programs that are able to interact with main Python algorithms. This work is intended to lead to a virtual optimization process that can be universally applied to complex manufacturing processes. Since it is based on a Python framework that is able to interact directly with the CATIA environment, it is flexible enough so that it can be adapted to further processes.","2019-01-01","2020-08-18 16:37:49","2020-08-18 16:37:49","2020-08-18 16:37:49","808-815","","","38","","Procedia Manufacturing","","29th International Conference on Flexible Automation and Intelligent Manufacturing ( FAIM 2019), June 24-28, 2019, Limerick, Ireland, Beyond Industry 4.0: Industrial Advances, Engineering Education and Intelligent Manufacturing","","","","","","en","","","","","ScienceDirect","","","","/Users/Pablo/Zotero/storage/878VIRC4/S2351978920301141.html","","","automated preforming; autonomous manufacturing; digital twin; offline programming; optimization; virtual planning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CA3L272Z","journalArticle","2020","Presannan, Anandhu; Diwakar, Shyam","ReConvPy: Modeling Local Field Potentials of Cerebellum Granule Neurons using Repetitive Convolutions in Python","Procedia Computer Science","","1877-0509","10.1016/j.procs.2020.04.043","http://www.sciencedirect.com/science/article/pii/S1877050920310097","One of the main goals in today’s computational neuroscience laboratories is the ability to construct ensemble population responses from bottom-up reconstructions that involve computationally-detailed single neuron models. As a modeler’s tool, local field potentials are population responses that abstract information from an ensemble of neurons connecting single neuron response to a circuit function. In this paper, we have developed a new implementation of reproducing the local field potentials (LFP) using the repetitive convolution technique in Python adding on to the tool set library already developed for mathematically modeling cerebellar local field potentials. The LFP tool accurately reproduces the in vitro negative N2a, N2b waves and in vivo T and C waves generated by 200 to 700 cerebellar granule neurons and replicates pharmacological changes and induced plasticity properties.","2020-01-01","2020-08-18 16:44:28","2020-08-18 16:44:28","2020-08-18 16:44:24","410-417","","","171","","Procedia Computer Science","ReConvPy","Third International Conference on Computing and Network Communications (CoCoNet'19)","","","","","","en","","","","","ScienceDirect","","","","/Users/Pablo/Zotero/storage/Q3EM2YRL/S1877050920310097.html","","","cerebellum; computational neuroscience; local field potentials; neuronal biophysics; python; repetitive convolution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LHVLY7HK","journalArticle","2020","Hadjidoukas, P. E.; Bartezzaghi, A.; Scheidegger, F.; Istrate, R.; Bekas, C.; Malossi, A. C. I.","torcpy: Supporting task parallelism in Python","SoftwareX","","2352-7110","10.1016/j.softx.2020.100517","http://www.sciencedirect.com/science/article/pii/S2352711020300091","Task-based parallelism has been established as one of the main forms of code parallelization, where asynchronous tasks are launched and distributed across the processing units of a local machine, a cluster or a supercomputer. The tasks can be either completely decoupled, corresponding to a set of independent jobs, or be part of an iterative algorithm where the task results are processed and drive the next step. Typical use cases include the application of the same function to different data, parametric searches and algorithms used in numerical optimization and Bayesian uncertainty quantification. In this work, we introduce torcpy, a platform-agnostic adaptive load balancing library that orchestrates the asynchronous execution of tasks, expressed as callables with arguments, on both shared and distributed memory platforms. The library is implemented on top of MPI and multithreading and provides lightweight support for nested loops and map functions. Experimental results using representative applications demonstrate the flexibility and efficiency of the proposed Python package.","2020-07-01","2020-08-18 16:44:28","2020-08-18 16:44:28","2020-08-18 16:44:24","100517","","","12","","SoftwareX","torcpy","","","","","","","en","","","","","ScienceDirect","","","","/Users/Pablo/Zotero/storage/QR7X6JDT/S2352711020300091.html","","","MPI; Multithreading; Parallelism; Python","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E8S4STUR","journalArticle","2020","Yamanee-Nolin, Mikael; Andersson, Niklas; Nilsson, Bernt; Max-Hansen, Mark; Pajalic, Oleg","Trajectory optimization of an oscillating industrial two-stage evaporator utilizing a Python-Aspen Plus Dynamics toolchain","Chemical Engineering Research and Design","","0263-8762","10.1016/j.cherd.2019.12.015","http://www.sciencedirect.com/science/article/pii/S0263876219305908","Evaporators are integral parts of many separation processes across production industries, and they need to be well understood in order to be operated well, thereby enabling high resource-efficiency and productivity. In a previous investigation, the effects of disturbing oscillations in a two-stage evaporator system were quantified. In the current study, these oscillations were reduced through trajectory optimization using steam consumption as a temporally discretized decision variable, taking advantage of a dynamic process flowsheet model in Aspen Plus Dynamics (APD) employed as if it were a black-box model. The optimization was performed utilizing a Python-APD toolchain with the SciPy implementation of COBYLA. The optimal trajectory was able to successfully reduce the objective function value (including the product stream mass flow variance and a bang-bang penalty on the trajectory itself) to slightly less than 0.3 % of that of the nominal case, in which a time-invariant steam consumption was employed. This in turn grants opportunities to increase throughput of the process, leading to significant financial gains.","2020-03-01","2020-08-18 16:44:28","2020-08-18 16:44:28","2020-08-18 16:44:24","12-17","","","155","","Chemical Engineering Research and Design","","","","","","","","en","","","","","ScienceDirect","","","","/Users/Pablo/Zotero/storage/KKCUXRP6/S0263876219305908.html","","","Aspen Plus Dynamics; Derivative-free optimization; Dynamic optimization; Evaporator system; Oscillations; Python","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
