"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"GI5Q2ISU","conferencePaper","2006","Wong, W. Eric; Zhao, Jin; Chan, Victor K. Y.","Applying statistical methodology to optimize and simplify software metric models with missing data","Proceedings of the 2006 ACM symposium on Applied computing","978-1-59593-108-5","","10.1145/1141277.1141687","http://doi.org/10.1145/1141277.1141687","During the construction of a software metric model, the decision on whether a particular predictor metric should be included is most likely based on an intuitive or experience based assumption that the predictor metric has an impact on the target metric with a statistical significance. However, a model constructed based on such an assumption may contain redundant predictor metric(s) and/or unnecessary predictor metric complexity. This is because the assumption made before the model construction is not verified after the model is constructed. To resolve the first problem (i.e., possible redundant predictor metric(s)), we propose a statistical hypothesis testing methodology to verify ""retrospectively"" the statistical significance of the impact of each predictor metric on the target metric. If the variation of a predictor metric does not correlate enough with the variation of the target metric, the predictor metric should be deleted from the model. For the second problem (i.e., unnecessary predictor metric complexity), we use ""goodness-of-fit"" to determine whether certain categories of a categorical predictor metric should be combined together. In addition, missing data often appear in the data sample used for constructing the model. We use a modified k-nearest neighbors (k-NN) imputation method to deal with this problem. A study using data from the ""Repository Data Disk - Release 6"" is reported. The results indicate that our methodology can be useful in trimming redundant predictor metrics and identifying unnecessary categories initially assumed for a categorical predictor metric in the model.","2006-04-23","2020-08-16 10:35:18","2020-08-16 10:35:18","2020-08-16","1728–1733","","","","","","","SAC '06","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/Pablo/Zotero/storage/GUZIJEVN/Wong et al. - 2006 - Applying statistical methodology to optimize and s.pdf","","","imputation method; missing data; model optimization; model simplification; models; software metrics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VQHRRFB3","conferencePaper","1985","Kafura, Dennis","A survey of software metrics","Proceedings of the 1985 ACM annual conference on The range of computing : mid-80's perspective: mid-80's perspective","978-0-89791-170-2","","10.1145/320435.320583","http://doi.org/10.1145/320435.320583","","1985-10-01","2020-08-16 10:35:18","2020-08-16 10:35:18","2020-08-16","502–506","","","","","","","ACM '85","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/Pablo/Zotero/storage/CDEF66XL/Kafura - 1985 - A survey of software metrics.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XPD46G8P","conferencePaper","2017","Rosa, Wilson; Madachy, Raymond; Clark, Bradford; Boehm, Barry","Early phase cost models for agile software processes in the US DoD","Proceedings of the 11th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","978-1-5090-4039-1","","10.1109/ESEM.2017.10","http://doi.org/10.1109/ESEM.2017.10","Background: Software effort estimates are necessary and critical at an early phase for decision makers to establish initial budgets, and in a government context to select the most competitive bidder for a contract. The challenge is that estimated software requirements is the only size information available at this stage, compounded with the newly increasing adoption of agile processes in the US DoD. Aims: The objectives are to improve cost estimation by investigating available sizing measures, and providing practical effort estimation models for agile software development projects during the contract bidding phase or earlier. Method: The analysis explores the effects of independent variables for product size, peak staff, and domain on effort. The empirical data for model calibration is from 20 industrial projects completed recently for the US DoD, among a larger dataset of recent projects using other lifecycle processes. Results: Statistical results showed that initial software requirements is a valid size metric for estimating agile software development effort. Prediction accuracy improves when peak staff and domain are added as inputs to the cost models. Conclusion: These models may be used for estimates of agile projects, and evaluating software development contract cost proposals with inputs available during the bidding phase or earlier.","2017-11-09","2020-08-16 10:35:18","2020-08-16 10:35:18","2020-08-16","30–37","","","","","","","ESEM '17","","","","IEEE Press","Markham, Ontario, Canada","","","","","","ACM Digital Library","","","","/Users/Pablo/Zotero/storage/N8B6XULP/Rosa et al. - 2017 - Early phase cost models for agile software process.pdf","","","agile software processes; domain; interfaces; peak staff; productivity; requirements volatility; software cost estimation; software effort; software requirements; software size","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RLBZITPA","conferencePaper","1988","Ejiogu, Lem O.","A unified theory of software metrics","Proceedings of the 1988 ACM sixteenth annual conference on Computer science","978-0-89791-260-0","","10.1145/322609.322646","http://doi.org/10.1145/322609.322646","The science of software metrics is a broad one touching on software engineering, structured programming and the mathematical discipline of measure theory. The third emphasizes what space is measurable or not; the second, what characteristics are to be measured; and the first, the potential feedback effects of measurement. By a careful exploration of these three fields we shall here demonstrate that a significant advancement can be made in software metrics by adopting a unified “field” theory — viz., there is a fundamental common ground on which to define formal software metric models independent of programming languages, programming methodologies and programming environments. Consequently, a combination of effective structured programming theory and the mathematical postulates of measure theory is a necessary starting point for the validation of software metric models. Structured programming advocates tree-like designs; and the mathematics of the tree structure indicates that the language of structured programming is metrication. With this realization, we here propose some standardized metrics that can be easily applicable by both researchers and practitioners. Others may also be defined on the same space. The notion of “UNIFIED” here means there exists a mathematical space on which to formally define different software metrics as well as validate metrics of software measurements.","1988-02-01","2020-08-16 10:35:18","2020-08-16 10:35:18","2020-08-16","232–238","","","","","","","CSC '88","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/Pablo/Zotero/storage/8VPIGQNU/Ejiogu - 1988 - A unified theory of software metrics.pdf","","","classification of software complexity; feedback effects; ground space; measure theory; size; software characteristics; structural complexity; tree structure; validation; well-structured","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"84HNVXTP","conferencePaper","2008","Lavazza, Luigi A.; del Bianco, Vieri; Garavaglia, Carla","Model-based functional size measurement","Proceedings of the Second ACM-IEEE international symposium on Empirical software engineering and measurement","978-1-59593-971-5","","10.1145/1414004.1414021","http://doi.org/10.1145/1414004.1414021","Function Point Analysis (FPA) is the most widely used method for measuring the size of software requirements, usually for the purpose of cost estimation. Unfortunately, FPA is affected by several drawbacks: it must be performed by specifically skilled personnel, it is expensive, and the resulting measures are subject to high variability. In order to solve - at least partially - these problems, researchers have proposed to base FP counting on UML models. However, models built without having FPA in mind hardly provide the required information at the proper detail level, so that the measures of the models tend to vary accordingly. On the contrary, building models that are suitable for FPA generally requires additional notations, skills and effort, thus partly spoiling the advantages of the approach. This paper illustrates a technique for building FPA-oriented UML models that do not need to include more information than usually required by the development process, and are easy to measure. As a result, FPA can be performed in a seamless way, while yielding reliable results. The proposed technique was validated by means of a controlled experiment and a set of pilot applications, which are also briefly described in the paper.","2008-10-09","2020-08-16 10:35:18","2020-08-16 10:35:18","2020-08-16","100–109","","","","","","","ESEM '08","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/Pablo/Zotero/storage/C8LZ3XFN/Lavazza et al. - 2008 - Model-based functional size measurement.pdf","","","function point analysis; functional size measurement; requirements modeling; uml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RJIEM7VQ","conferencePaper","2009","Hani, Syeda Umema","Impact of process improvement on software development predictions, for measuring software development project's performance benefits","Proceedings of the 7th International Conference on Frontiers of Information Technology","978-1-60558-642-7","","10.1145/1838002.1838064","http://doi.org/10.1145/1838002.1838064","This Paper describes PhD software engineering work on ""Impact of Process Improvement on Software Development Predictions, for Measuring Software Development Project's Performance Benefits"". This research is being conducted in order to develop a model that could predict impact of CMMI Process Improvement on Performance Classes- Productivity Parameters such as (Effort, Cost, Schedule and Productivity) and to give mechanism/framework for generating reports on the perceived performance benefits of Software Performance classes. To assist software managers in performing cost benefits analysis for CMMI initiatives.","2009-12-16","2020-08-16 10:35:18","2020-08-16 10:35:18","2020-08-16","1–5","","","","","","","FIT '09","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/Pablo/Zotero/storage/E42W59AB/Hani - 2009 - Impact of process improvement on software developm.pdf","","","CMMI; COCOMO; prediction; process improvement benefits","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HQJ8UJE5","conferencePaper","2016","Christa, Sharon; Suma, V.","Significance of Ticket Analytics in Effective Software Maintenance: Awareness","Proceedings of the ACM Symposium on Women in Research 2016","978-1-4503-4278-0","","10.1145/2909067.2909091","http://doi.org/10.1145/2909067.2909091","Software even though intangible should undergo evolution to fit into the ever changing real world scenarios. In this context software maintenance is an inevitable activity; further optimizing the activities related to maintenance is not possible due to the lacuna in various aspects of the pre-production phases. Since 1969, the issues raised by Lehman related to software maintenance remain the same. Each issue faced by the maintenance team directly reflects in the quality of the software product. According to the related work, very few research is going on in the field of software maintenance and still scarce when it comes to research on incident and associated ticket; a part of corrective maintenance. In depth research on incident tickets should be viewed as critical since, it provides information related to the kind of maintenance activities that is performed in any timestamp. Therefore classifying and analyzing tickets becomes a critical task in managing the operations of the service since each incident will be having a service level agreement associated with it. Further, incident analysis is essential to identify the patterns associated. Due to the existence of huge population of software in each organization and millions of incidents get reported per software product every year, it is practically impossible to manually analyze all the tickets. This paper focuses on projecting the importance of ticket analytics to maintain the quality of software products and also identifying the incidents and related tickets based on various factors which are supported by a case study from the data collected from various organizations.","2016-03-21","2020-08-16 10:35:18","2020-08-16 10:35:18","2020-08-16","126–130","","","","","","Significance of Ticket Analytics in Effective Software Maintenance","WIR '16","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/Pablo/Zotero/storage/2CFS47SF/Christa and Suma - 2016 - Significance of Ticket Analytics in Effective Soft.pdf","","","Incident; Incident Classification; Software Maintenance; Software Quality; Ticket Analytics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IRYPR73U","journalArticle","1984","Ejiogu, Lem O.","OPUS #16G software structure: its characteristic polynomials","ACM SIGPLAN Notices","","0362-1340","10.1145/948363.948365","http://doi.org/10.1145/948363.948365","","1984-12-01","2020-08-16 10:35:18","2020-08-16 10:35:18","2020-08-16 10:34:58","27–34","","12","19","","SIGPLAN Not.","OPUS #16G software structure","","","","","","","","","","","","December 1984","","","","/Users/Pablo/Zotero/storage/RI2VNJV6/Ejiogu - 1984 - OPUS #16G software structure its characteristic p.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KSXC5EW6","journalArticle","1991","Ejiogu, Lem O.","TM: a systematic methodology of software metrics","ACM SIGPLAN Notices","","0362-1340","10.1145/122203.122213","http://doi.org/10.1145/122203.122213","","1991-01-01","2020-08-16 10:35:18","2020-08-16 10:35:18","2020-08-16 10:35:00","124–132","","1","26","","SIGPLAN Not.","TM","","","","","","","","","","","","Jan. 1991","","","","/Users/Pablo/Zotero/storage/SE7R47ZN/Ejiogu - 1991 - TM a systematic methodology of software metrics.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XAFVV5AD","conferencePaper","2017","Samosir, Ridha Sefina; Hendric, Harco Leslie; Gaol, Ford Lumban; Abdurachman, Edi; Soewito, Benfano","Measurement Metric Proposed For Big Data Analytics System","Proceedings of the 2017 International Conference on Computer Science and Artificial Intelligence","978-1-4503-5392-2","","10.1145/3168390.3168425","http://doi.org/10.1145/3168390.3168425","Big data is defined as a very large data set (volume), velocity and variety. Big data analytics systems must be supports for parallel processing and large storage. The problem of this research is how to identify measurement metric based on big data analytics system characteristic. One device that support big data platform is Hadoop. Measurement is a process for assigning values or symbols to the attributes of an entity. The purpose of measurement is to distinguish between entities one to another. Indicator for software measurement represented with a metric. The aim of this research is to proposes some measurement metric for big data analytics system. This research using UML exactly a class diagram in system modelling to identify the measurement metric. Both of dynamic and static metric is proposed as solution to measure big data analytics system. Result for this researh are some measurement ndicator both of dynamic and static metric based on class diagram for big data analytics.","2017-12-05","2020-08-16 10:35:18","2020-08-16 10:35:18","2020-08-16","265–269","","","","","","","CSAI 2017","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/Pablo/Zotero/storage/QWV5VT75/Samosir et al. - 2017 - Measurement Metric Proposed For Big Data Analytics.pdf","","","Big Data Analytics; Measurement; Metric; Software","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
